v
207.2282702
758.0280511
144.2191333
113.8756312
16.00610924
2.836939719
123.996256
190.1061324
4364.291743
220.5978796
11.44435712
85.43522866
803.6139659
182.2485252
64.07787435
48.83215046
56.07438448
3034.886393
407.0119206
12.99252667
546.9618876
754.4464964
31.71563188
208.3716503
1029.8497
500.8039979
3004.676469
1871.094164
49.7291839
839.3487102
739.8303407
142.8155602
1383.626216
270.4815331
3.436798665
338.6203977
518.4531319
745.8501641
876.0071525
79.78329593
1297.109952
2.714253563
602.2169582
4718.234078
75.63558151
1298.407182
1329.297252
2877.917888
903.0537155
143.8192962
36.46064242
411.4975228
79.34861982
161.9567518
154.9675659
1597.987066
20.99685883
93.49568285
930.5362172
1568.458404
119.6561488
3743.029568
110.6166874
69.93143697
212.4315616
2132.931848
4030.185703
882.7893197
376.5256022
79.45307238
14.50798477
32.14611416
315.2277656
222.3392606
120.5753294
263.768432
3290.984251
35.83022251
1041.585545
204.9403899
830.1936093
471.9980903
143.7477564
382.2093134
22.36986706
8.133654466
4609.569298
37.65246039
588.4804834
430.9939654
1329.665457
285.2684726
1066.98964
3485.65542
3134.896043
1962.673007
2066.506628
1071.909326
941.9143894
225.9515397
134.7737031
108.4119206
5157.545232
1804.666997
21.17488075
14.77372224
433.4672288
2548.973827
1113.355165
938.4387068
441.9510236
336.3511416
107.4374337
2.10249851
453.2227308
4876.75212
57.27775872
450.4407996
840.2364663
530.6868026
195.6992489
109.732323
1386.752919
247.9308165
1590.463994
399.9833664
1702.159837
5.757430741
152.8993017
370.8739513
2659.323583
213.5555093
438.1431981
1141.94197
45.24344992
7.445738398
1833.103178
13.42054304
1987.776567
86.38818288
447.994664
1108.232118
728.3168303
15.96139039
240.0503405
366.2268787
2093.853596
124.0904558
154.3535429
262.9764382
41.30008715
58.90175216
2782.30821
88.14114881
43.4960278
758.8267693
2202.75938
879.517947
11.82866627
123.877265
554.3882203
641.059638
262.6172702
24.92460127
318.4519386
527.8393949
242.6479017
2229.770997
13.55913342
721.4822249
372.3715464
197.7898021
248.3080238
4.522544461
338.7898489
1370.09592
209.3267652
2975.919402
77.2587876
2437.09203
519.9118935
1378.143131
1072.846948
96.2610326
593.5326151
1736.940297
104.7877109
534.4511307
157.1408963
4.975501591
102.9434458
233.0565974
116.8529906
1022.984405
91.28656676
25.03022415
1904.666183
277.1965004
154.8447325
31.25419712
84.01831566
2.124870081
623.3592997
71.70159367
82.56296797
412.6358296
491.8378498
170.9467452
730.1362753
45.76732988
932.7904561
17.78105029
264.6790102
175.8988844
285.8863783
38.54537572
1308.18025
17.40990227
19.30785427
494.131892
753.7731174
93.74436166
223.7674531
310.5182733
491.4861687
3.983206201
35.77142289
1295.270367
713.9355938
29.2723045
81.21439985
150.6686099
620.8291541
289.2555378
620.4979006
151.2400914
2498.685328
139.1974036
7.856900685
66.17748252
270.9887603
2116.676587
49.91097038
986.2773478
312.2682441
2980.544236
1154.927515
173.4280195
1239.305931
212.9280544
1646.127786
40.280374
419.694669
532.1733171
375.0015154
894.3496083
9.761097257
618.4788652
3423.534036
271.5688892
5353.563894
8.742665806
1673.393191
160.0415599
1024.946877
2.294564515
9.622826991
595.9703321
3263.235011
4001.296727
15.74803681
2095.089095
45.86906922
61.36564281
136.9096706
1509.404989
47.71354871
32.98345038
1150.466238
480.6794177
61.77813993
510.1730853
1042.435688
323.8756789
555.8886613
354.3149278
2058.594723
322.5149189
760.7695416
292.1917951
279.0147062
899.8891701
9.056801488
132.6300519
2526.418163
172.1456995
437.1640999
59.77986907
83.07968634
2099.196843
